trial,start_time,rt,correct,condition,mask,test,user_answer,fact_id,question,answer,alpha
67,2195624.644845,4618.010040001478,True,interval,False,learning,major third,1,4,major third,0.7320312500000002
68,2201457.9854810038,12011.978875998408,False,interval,False,learning,major third,3,11,major seventh,0.7195312500000007
69,2214691.7424830026,4660.7736849985085,True,interval,False,learning,major third,1,4,major third,0.7347656250000002
70,2220574.7517790003,4192.630522000603,True,interval,False,learning,major seventh,3,11,major seventh,0.7378906250000008
71,2226075.5133260028,5426.53216899978,False,interval,False,learning,major seventh,1,4,major third,0.7359375000000002
72,2232841.0833100025,9880.887076000217,True,interval,False,learning,major seventh,3,11,major seventh,0.7500000000000008
73,2243992.2131420025,3709.558590999339,True,interval,False,learning,major third,1,4,major third,0.7542968750000003
74,2248841.1312140017,4980.661050998606,True,interval,False,learning,major seventh,3,11,major seventh,0.7621093750000009
75,2255125.0745880026,3976.6837509996258,True,interval,False,learning,major third,1,4,major third,0.7796875000000003
76,2260375.0565940025,inf,False,interval,False,learning,perfect octave,3,11,major seventh,0.7992187500000009
77,2270407.846622002,4953.553665000014,True,interval,False,learning,major third,1,4,major third,0.8167968750000004
78,2276624.849420001,4076.751632001251,False,interval,False,learning,perfect octave,3,11,major seventh,0.814453125000001
79,2281907.923810002,13628.69163600076,False,interval,False,learning,major seventh,1,4,major third,0.8335937500000005
80,2296808.1814400028,3603.100879998412,True,interval,False,learning,major seventh,3,11,major seventh,0.814062500000001
81,2301675.1075070025,10600.580894999206,True,interval,False,learning,major third,1,4,major third,0.8332031250000005
82,2313491.5681030033,3674.552537999116,True,interval,False,learning,major seventh,3,11,major seventh,0.826171875000001
83,2318475.168524001,3700.3334639994428,False,interval,False,learning,major seventh,1,4,major third,0.8375000000000005
84,2323474.6613260033,5526.013613998424,False,interval,False,learning,perfect octave,3,11,major seventh,0.8296875000000009
85,2330159.0454700016,11801.267631999683,True,interval,False,learning,major third,1,4,major third,0.8378906250000004
86,2343141.4976600027,4474.107424997725,True,interval,False,learning,major seventh,3,11,major seventh,0.8300781250000009
87,2348925.7219820027,3714.5929740001447,True,interval,False,learning,major third,1,4,major third,0.8437500000000004
88,2353842.0693800035,3957.9879909981973,True,interval,False,learning,major seventh,3,11,major seventh,0.8359375000000009
89,2359041.8057780005,5043.393350999802,True,interval,False,learning,major third,1,4,major third,0.8464843750000005
90,2365274.975367003,4014.689247997012,True,interval,False,learning,major seventh,3,11,major seventh,0.885546875000001
91,2370575.0719640017,4384.693421998527,False,interval,False,learning,major seventh,1,4,major third,0.8710937500000006
92,2376224.538687002,5560.782778000459,True,interval,False,learning,major seventh,3,11,major seventh,0.8898437500000009
93,2383058.911123,8625.53364500124,True,interval,False,learning,major third,1,4,major third,0.8957031250000006
94,2392874.7406500005,8649.84992999956,False,interval,False,learning,major third,3,11,major seventh,0.889453125000001
95,2402741.9818730014,3822.679133001715,False,interval,False,learning,major seventh,1,4,major third,0.8953125000000006
96,2407858.3963160017,11155.896385000553,False,interval,False,learning,major third,3,11,major seventh,0.889062500000001
97,2420175.366452,3983.574457000941,True,interval,False,learning,major third,1,4,major third,0.8949218750000006
98,2425341.5618720027,4008.3389510000125,True,interval,False,learning,major seventh,3,11,major seventh,0.885546875000001
99,2430608.526469001,3615.2638029996306,True,interval,False,learning,major third,1,4,major third,0.9039062500000007
100,2435425.467570003,3674.0694729997776,True,interval,False,learning,major seventh,3,11,major seventh,0.8859375000000009
101,2441186.675500001,3734.9481070013717,True,interval,False,test,perfect unison,0,0,perfect unison,0.39335937499999996
102,2445458.774797,8429.595556001179,True,interval,False,test,major seventh,3,11,major seventh,0.8863281250000009
103,2454374.756709003,4779.268020996824,False,interval,False,test,major seventh,4,12,perfect octave,0.43515625
104,2459624.421165001,4584.404007000383,False,interval,False,test,perfect octave,2,7,perfect fifth,0.30156250000000007
105,2464724.5887630014,6714.135827998631,True,interval,False,test,major third,1,4,major third,0.8675781250000008
106,2471774.713355,4883.374589000829,True,interval,False,test,major third,1,4,major third,0.8679687500000007
107,2477291.5846370016,3791.8487999993376,True,interval,False,test,perfect unison,0,0,perfect unison,0.41874999999999996
108,2481574.4847390014,4368.656636001077,True,interval,False,test,perfect octave,4,12,perfect octave,0.435546875
109,2486291.708044002,6461.544843001291,True,interval,False,test,perfect fifth,2,7,perfect fifth,0.30195312500000004
110,2493291.7202530005,4606.360362002626,True,interval,False,test,major seventh,3,11,major seventh,0.8757812500000008

